Date,Time,State,State No,Scale,Injuries,Fatalities,Start Lat,Start Lon,Length,Width
1950-04-02,18:00:00,OK,3.0,2.0,0.0,0.0,35.82,-97.02,1.0,100.0
1950-04-02,18:00:00,AR,10.0,1.0,0.0,0.0,35.98,-89.92,0.8,100.0
1950-04-03,16:15:00,OK,4.0,1.0,0.0,0.0,36.13,-95.83,1.0,33.0
1950-04-18,01:30:00,AL,1.0,3.0,15.0,0.0,30.67,-88.2,14.0,100.0
1950-04-18,01:45:00,AL,2.0,2.0,0.0,0.0,30.7,-87.92,2.0,150.0
1950-04-24,07:45:00,LA,11.0,1.0,0.0,0.0,30.1,-90.03,2.0,100.0
1950-04-27,16:00:00,SC,1.0,1.0,0.0,0.0,33.07,-80.0,0.7,37.0
1950-04-28,14:17:00,OK,5.0,3.0,1.0,1.0,34.88,-99.28,20.8,400.0
1950-04-28,17:00:00,KS,1.0,1.0,0.0,0.0,38.12,-95.85,19.8,10.0
1950-04-28,18:00:00,TX,11.0,4.0,5.0,5.0,32.42,-99.5,1.3,233.0
1950-04-28,19:05:00,OK,6.0,4.0,32.0,5.0,35.08,-96.4,4.5,200.0
1950-04-28,19:30:00,OK,7.0,2.0,0.0,0.0,34.55,-96.2,0.8,100.0
1950-04-29,12:00:00,MS,10.0,2.0,0.0,0.0,31.27,-89.83,11.3,100.0
1950-04-29,15:30:00,TX,12.0,1.0,0.0,0.0,31.9,-98.6,11.5,200.0
1950-05-01,01:00:00,LA,12.0,1.0,0.0,0.0,31.7,-93.3,2.0,100.0
1950-05-01,05:00:00,MS,11.0,1.0,0.0,0.0,31.73,-91.07,0.1,10.0
1950-05-01,09:00:00,MS,12.0,-9.0,0.0,0.0,31.55,-91.38,0.1,10.0
1950-05-01,10:30:00,LA,13.0,1.0,0.0,0.0,31.95,-92.63,15.4,150.0
1950-05-01,11:25:00,LA,14.0,2.0,7.0,0.0,31.55,-92.9,3.6,100.0
1950-05-01,11:30:00,LA,16.0,0.0,0.0,0.0,31.75,-92.25,1.0,100.0
1950-05-01,11:30:00,LA,15.0,1.0,2.0,0.0,31.38,-91.73,1.0,100.0
1950-05-02,02:00:00,LA,17.0,1.0,1.0,0.0,31.67,-92.9,32.8,150.0
1950-05-02,03:00:00,LA,18.0,2.0,5.0,1.0,31.55,-91.97,2.0,100.0
1950-05-04,20:00:00,KS,2.0,1.0,0.0,0.0,38.68,-99.32,0.1,10.0
1950-05-04,20:30:00,TX,13.0,2.0,13.0,1.0,36.4,-100.8,1.9,50.0
1950-05-04,21:00:00,IA,1.0,1.0,0.0,0.0,40.95,-95.73,0.1,10.0
1950-05-04,21:30:00,OK,8.0,2.0,0.0,0.0,35.25,-99.55,5.6,293.0
1950-05-04,21:30:00,OK,9.0,1.0,0.0,0.0,35.58,-99.17,0.1,10.0
1950-05-04,21:45:00,OK,10.0,2.0,0.0,0.0,36.57,-99.57,1.0,100.0
1950-05-04,23:10:00,KS,3.0,4.0,1.0,0.0,38.03,-99.12,34.3,150.0
1950-05-05,03:30:00,KS,4.0,3.0,12.0,0.0,39.62,-95.62,17.3,440.0
1950-05-07,18:30:00,OK,11.0,1.0,0.0,0.0,36.3,-99.8,0.1,10.0
1950-05-07,23:00:00,OK,12.0,2.0,3.0,0.0,36.12,-97.83,4.3,10.0
1950-05-07,23:00:00,OK,13.0,1.0,0.0,0.0,36.0,-97.0,0.1,10.0
1950-05-08,04:30:00,SD,1.0,1.0,0.0,0.0,43.38,-97.97,1.0,10.0
1950-05-08,13:00:00,FL,2.0,1.0,0.0,0.0,29.13,-81.35,0.3,30.0
1950-05-08,18:30:00,KS,5.0,2.0,0.0,0.0,39.35,-98.48,12.6,660.0
1950-05-08,19:00:00,KS,6.0,2.0,1.0,0.0,39.57,-98.3,6.8,10.0
1950-05-08,19:20:00,IA,2.0,2.0,0.0,0.0,41.03,-95.27,0.1,200.0
1950-05-08,19:30:00,KS,7.0,2.0,2.0,0.0,39.23,-98.95,19.6,440.0
1950-05-08,21:17:00,KS,8.0,1.0,1.0,0.0,39.4,-97.65,0.1,10.0
1950-05-08,21:30:00,KS,9.0,1.0,0.0,0.0,39.72,-97.77,0.1,10.0
1950-05-08,22:10:00,NE,1.0,2.0,1.0,0.0,40.38,-95.8,8.8,467.0
1950-05-09,00:01:00,KS,10.0,-9.0,0.0,0.0,39.2,-96.58,0.1,10.0
1950-05-09,20:20:00,OK,14.0,1.0,0.0,0.0,34.77,-96.83,0.8,200.0
1950-05-10,13:00:00,WY,1.0,2.0,0.0,0.0,41.18,-110.42,2.0,33.0
1950-05-11,18:30:00,OK,15.0,1.0,0.0,0.0,36.82,-100.52,0.5,77.0
1950-05-12,14:00:00,NC,1.0,1.0,0.0,0.0,35.75,-77.42,2.0,10.0
1950-05-12,17:00:00,NC,2.0,1.0,0.0,0.0,35.73,-78.4,1.0,200.0
1950-05-12,17:00:00,NC,3.0,0.0,0.0,0.0,35.73,-78.4,1.0,200.0
1950-05-13,11:30:00,LA,19.0,1.0,0.0,0.0,31.15,-91.95,2.0,27.0
1950-05-14,16:00:00,TX,14.0,1.0,0.0,0.0,29.53,-95.45,1.0,100.0
1950-05-14,17:00:00,NC,4.0,1.0,0.0,0.0,35.3,-79.8,3.8,50.0
1950-05-14,17:30:00,NC,5.0,2.0,5.0,0.0,35.0,-80.68,2.0,10.0
1950-05-15,00:01:00,TX,15.0,2.0,0.0,0.0,29.78,-98.83,18.0,10.0
1950-05-15,11:00:00,FL,3.0,1.0,0.0,0.0,28.58,-81.37,0.1,10.0
1950-05-15,11:00:00,FL,4.0,2.0,0.0,0.0,28.5,-81.37,0.1,10.0
1950-05-16,18:00:00,KS,11.0,2.0,0.0,0.0,37.55,-98.42,0.2,200.0
1950-05-16,19:30:00,OK,16.0,1.0,1.0,0.0,35.82,-99.12,7.3,100.0
1950-05-18,15:15:00,NE,2.0,1.0,0.0,0.0,40.22,-100.63,0.7,333.0
1950-05-18,19:00:00,KS,12.0,3.0,2.0,0.0,38.12,-96.82,14.9,100.0
1950-05-18,19:00:00,KS,13.0,0.0,0.0,0.0,39.85,-98.3,0.1,10.0
1950-05-19,01:30:00,KS,14.0,0.0,0.0,0.0,37.82,-96.85,0.1,10.0
1950-05-22,12:39:00,OK,17.0,1.0,0.0,0.0,35.67,-99.23,1.5,100.0
1950-05-23,18:00:00,KS,15.0,0.0,0.0,0.0,39.75,-99.32,0.2,250.0
1950-05-24,13:30:00,KS,16.0,2.0,1.0,0.0,37.27,-99.48,3.6,77.0
1950-05-24,17:30:00,KS,17.0,1.0,0.0,0.0,39.38,-96.97,10.7,40.0
1950-05-24,21:30:00,OK,18.0,2.0,2.0,0.0,36.45,-99.03,1.0,33.0
1950-05-25,16:30:00,TX,16.0,1.0,0.0,0.0,32.67,-101.88,3.0,880.0
1950-05-29,14:48:00,OK,19.0,1.0,0.0,0.0,36.38,-95.27,1.0,33.0
1950-05-29,17:00:00,TX,17.0,1.0,0.0,0.0,33.35,-96.92,3.4,267.0
1950-05-29,23:00:00,LA,20.0,1.0,13.0,0.0,32.1,-93.9,1.0,27.0
1950-05-29,23:00:00,LA,21.0,1.0,0.0,0.0,31.67,-93.7,1.0,27.0
1950-05-30,14:00:00,GA,1.0,1.0,0.0,0.0,34.75,-84.92,0.5,10.0
1950-05-31,15:30:00,NC,6.0,1.0,0.0,0.0,35.42,-77.25,0.1,10.0
1950-06-03,01:00:00,MS,13.0,3.0,1.0,2.0,33.08,-89.58,2.0,50.0
1950-06-04,06:00:00,GA,2.0,0.0,0.0,0.0,33.68,-84.93,2.0,200.0
1950-06-04,08:00:00,GA,3.0,1.0,1.0,0.0,33.85,-84.25,3.3,10.0
1950-06-05,15:55:00,TX,18.0,3.0,6.0,0.0,30.18,-96.4,23.9,67.0
1950-06-05,16:00:00,TX,19.0,1.0,2.0,0.0,29.9,-96.4,23.7,10.0
1950-06-07,15:30:00,WY,2.0,1.0,0.0,0.0,43.08,-104.5,0.2,10.0
1950-06-07,17:30:00,GA,4.0,1.0,0.0,0.0,33.03,-84.15,2.0,300.0
1950-06-08,20:10:00,KS,18.0,4.0,5.0,1.0,38.33,-97.93,17.1,700.0
1950-06-09,13:00:00,MO,3.0,1.0,0.0,0.0,38.0,-92.22,2.7,220.0
1950-06-09,18:25:00,OK,20.0,1.0,0.0,0.0,36.8,-97.25,0.1,100.0
1950-06-13,03:00:00,IL,5.0,1.0,0.0,0.0,41.95,-89.77,0.1,10.0
1950-06-13,11:05:00,ND,1.0,3.0,0.0,0.0,46.8,-97.92,2.0,10.0
1950-06-13,17:30:00,NE,3.0,2.0,101.0,0.0,42.6,-97.88,4.1,10.0
1950-06-14,16:00:00,WY,3.0,1.0,0.0,0.0,44.13,-104.18,0.2,10.0
1950-06-14,17:00:00,ND,2.0,3.0,0.0,0.0,48.92,-103.77,23.7,10.0
1950-06-15,01:00:00,MO,4.0,1.0,0.0,0.0,39.7,-92.07,0.2,100.0
1950-06-15,16:42:00,MN,1.0,2.0,4.0,0.0,46.58,-96.33,4.6,67.0
1950-06-15,20:00:00,IA,3.0,3.0,5.0,0.0,41.98,-93.6,5.6,300.0
1950-06-16,15:30:00,KS,19.0,1.0,0.0,0.0,38.28,-101.28,29.9,10.0
1950-06-19,20:40:00,TX,20.0,0.0,0.0,0.0,36.08,-102.53,15.8,167.0
1950-06-22,21:00:00,NE,4.0,0.0,0.0,0.0,40.18,-98.03,1.9,10.0
1950-06-25,18:45:00,KS,20.0,0.0,0.0,0.0,37.77,-97.47,0.1,10.0
1950-06-25,19:20:00,WI,2.0,-9.0,0.0,0.0,45.42,-91.0,0.5,10.0
1950-06-25,20:30:00,WI,3.0,2.0,0.0,0.0,45.57,-90.3,8.4,10.0
1950-06-25,21:00:00,WI,1.0,2.0,0.0,1.0,44.83,-90.35,7.8,17.0
1950-06-25,21:00:00,WI,4.0,4.0,12.0,2.0,45.58,-89.58,13.1,880.0
1950-06-25,21:00:00,KS,21.0,0.0,0.0,0.0,39.5,-99.62,0.1,10.0
1950-06-25,23:30:00,WI,5.0,3.0,0.0,0.0,43.95,-88.95,0.1,300.0
1950-07-01,12:00:00,KS,22.0,2.0,0.0,0.0,38.7,-97.08,0.1,10.0
1950-07-01,12:00:00,KS,23.0,1.0,1.0,0.0,39.3,-96.92,0.1,10.0
1950-07-01,20:00:00,IA,4.0,2.0,0.0,0.0,42.45,-91.92,14.0,10.0
1950-07-02,19:00:00,KS,24.0,2.0,0.0,0.0,38.47,-100.88,1.0,90.0
1950-07-03,18:20:00,IN,1.0,-9.0,0.0,0.0,41.65,-86.3,0.1,10.0
1950-07-05,18:00:00,PA,2.0,2.0,2.0,0.0,40.58,-75.7,12.9,10.0
1950-07-05,18:30:00,PA,1.0,2.0,0.0,0.0,40.6,-76.75,0.1,13.0
1950-07-08,22:45:00,KS,25.0,1.0,0.0,0.0,39.82,-96.8,1.0,90.0
1950-07-11,17:00:00,NM,1.0,1.0,0.0,0.0,35.28,-103.52,3.8,500.0
1950-07-12,16:00:00,CT,1.0,2.0,0.0,0.0,41.57,-72.57,10.0,10.0
1950-07-14,06:30:00,CT,2.0,2.0,3.0,0.0,41.27,-73.5,5.0,100.0
1950-07-15,17:30:00,NE,5.0,4.0,33.0,0.0,41.8,-96.6,10.0,440.0
1950-07-16,22:15:00,IL,6.0,1.0,0.0,0.0,41.08,-88.43,1.0,33.0
1950-07-18,16:30:00,KS,26.0,1.0,0.0,0.0,37.68,-95.52,0.1,10.0
1950-07-19,14:30:00,IN,2.0,1.0,0.0,0.0,40.22,-87.15,4.3,200.0
1950-07-19,15:15:00,OH,3.0,3.0,30.0,0.0,40.72,-84.08,9.7,300.0
1950-07-19,15:15:00,OH,2.0,2.0,0.0,0.0,40.8,-84.62,0.1,200.0
1950-07-19,16:00:00,MO,5.0,1.0,0.0,0.0,38.42,-92.77,1.5,440.0
1950-07-19,17:45:00,IN,3.0,2.0,0.0,0.0,41.07,-85.08,1.1,100.0
1950-07-22,15:07:00,CO,1.0,-9.0,0.0,0.0,40.52,-104.57,0.1,10.0
1950-07-24,14:40:00,PA,3.0,0.0,0.0,0.0,41.63,-79.68,0.1,10.0
1950-07-26,15:30:00,NC,7.0,1.0,0.0,0.0,35.53,-77.4,0.1,10.0
1950-07-27,16:20:00,NC,8.0,1.0,0.0,0.0,35.4,-80.57,0.1,10.0
1950-08-02,12:30:00,NM,2.0,1.0,0.0,0.0,34.12,-107.23,7.9,100.0
1950-08-05,17:30:00,CO,2.0,2.0,1.0,0.0,40.73,-102.55,0.1,10.0
1950-08-06,15:00:00,KS,27.0,1.0,0.0,0.0,39.93,-101.0,0.1,10.0
1950-08-06,18:00:00,KS,28.0,2.0,0.0,0.0,37.97,-100.77,0.1,10.0
1950-08-06,18:30:00,KS,29.0,2.0,0.0,0.0,39.13,-100.63,8.7,10.0
1950-08-08,01:00:00,MO,6.0,1.0,0.0,0.0,37.13,-93.38,2.0,10.0
1950-08-09,16:55:00,WV,1.0,1.0,0.0,0.0,39.28,-81.38,5.0,10.0
1950-08-11,17:00:00,MD,1.0,1.0,0.0,0.0,39.33,-75.87,6.0,10.0
1950-08-24,03:45:00,AR,11.0,2.0,7.0,0.0,34.4,-91.43,3.6,200.0
1950-08-28,14:50:00,KS,30.0,1.0,0.0,0.0,37.47,-100.82,7.2,10.0
1950-08-29,16:00:00,PA,4.0,1.0,0.0,0.0,40.22,-75.0,1.0,10.0
1950-08-30,16:00:00,FL,5.0,1.0,0.0,0.0,29.73,-84.98,0.5,50.0
1950-08-31,00:02:00,FL,6.0,-9.0,0.0,0.0,30.8,-85.2,0.1,10.0
1950-09-15,17:45:00,OK,21.0,2.0,6.0,0.0,35.0,-96.25,6.8,100.0
1950-09-16,01:30:00,OK,22.0,0.0,0.0,0.0,34.83,-95.85,0.1,10.0
1950-09-21,17:30:00,NE,6.0,1.0,0.0,0.0,40.72,-96.82,22.5,67.0
1950-10-01,21:00:00,OK,23.0,1.0,0.0,0.0,36.73,-102.52,15.8,10.0
1950-10-09,02:15:00,NC,9.0,3.0,3.0,0.0,34.17,-78.6,2.0,880.0
1950-11-04,17:00:00,PA,5.0,3.0,1.0,0.0,40.2,-76.12,15.9,100.0
1950-11-20,02:20:00,KY,1.0,2.0,0.0,0.0,37.37,-87.2,0.1,10.0
1950-11-20,04:00:00,KY,2.0,1.0,0.0,0.0,38.2,-84.5,0.1,10.0
1950-11-20,07:30:00,MS,14.0,1.0,3.0,0.0,32.42,-89.13,2.0,37.0
1950-12-02,15:00:00,IL,7.0,2.0,3.0,1.0,38.97,-90.05,18.8,50.0
1950-12-02,16:00:00,IL,8.0,3.0,25.0,2.0,38.75,-89.67,18.0,200.0
1950-12-02,16:25:00,AR,12.0,3.0,0.0,0.0,36.12,-91.83,7.8,10.0
1950-12-02,17:30:00,IL,9.0,1.0,0.0,0.0,38.17,-89.78,9.6,50.0
1951-01-06,17:30:00,LA,1.0,3.0,11.0,0.0,31.3,-92.47,16.8,317.0
1951-01-11,10:25:00,CA,1.0,2.0,0.0,0.0,37.37,-122.12,5.7,10.0
1951-02-01,13:00:00,VA,1.0,1.0,0.0,0.0,37.37,-78.78,0.1,50.0
1951-02-06,15:50:00,LA,2.0,1.0,0.0,0.0,30.5,-92.0,0.5,33.0
1951-02-06,17:00:00,LA,3.0,1.0,0.0,0.0,30.48,-90.42,4.9,33.0
1951-02-19,18:30:00,OK,1.0,2.0,5.0,0.0,35.27,-98.18,43.9,20.0
1951-02-19,22:00:00,OK,2.0,0.0,0.0,0.0,35.15,-97.45,0.1,100.0
1951-02-20,09:15:00,AR,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1951-02-20,09:15:00,AR,1.0,2.0,3.0,0.0,34.6,-92.02,112.8,333.0
1951-02-20,15:00:00,MS,1.0,3.0,1.0,1.0,33.45,-88.87,0.1,10.0
1951-02-20,15:00:00,MS,2.0,1.0,0.0,0.0,33.47,-88.48,0.1,10.0
1951-02-20,16:00:00,AL,1.0,2.0,2.0,0.0,33.67,-87.7,0.1,123.0
1951-02-20,18:00:00,KY,1.0,2.0,0.0,0.0,38.27,-85.05,0.1,73.0
1951-03-02,16:00:00,KS,1.0,-9.0,0.0,0.0,39.43,-98.55,38.1,10.0
1951-03-02,20:30:00,KS,2.0,-9.0,0.0,0.0,39.83,-95.72,0.1,10.0
1951-03-12,17:00:00,FL,1.0,2.0,0.0,0.0,27.1,-82.48,2.0,77.0
1951-03-28,05:10:00,TX,1.0,1.0,0.0,0.0,31.37,-95.6,0.5,17.0
1951-03-29,18:30:00,IN,1.0,2.0,2.0,0.0,39.78,-85.77,3.0,400.0
1951-03-30,15:00:00,PA,1.0,1.0,0.0,0.0,39.83,-77.23,0.1,20.0
1951-04-05,13:20:00,OK,3.0,2.0,0.0,0.0,35.32,-97.55,5.7,127.0
1951-04-05,13:22:00,OK,4.0,2.0,2.0,0.0,35.23,-97.72,0.2,100.0
1951-04-05,16:45:00,OK,5.0,2.0,2.0,0.0,36.53,-98.92,3.6,33.0
1951-04-20,15:10:00,TX,2.0,2.0,0.0,0.0,33.92,-98.45,1.5,17.0
1951-04-20,15:30:00,KS,3.0,0.0,0.0,0.0,37.12,-101.77,0.1,10.0
1951-04-21,12:00:00,MS,4.0,1.0,0.0,0.0,32.07,-89.52,0.1,10.0
1951-04-21,14:00:00,LA,4.0,0.0,2.0,0.0,31.72,-92.25,1.0,33.0
1951-04-21,14:00:00,LA,5.0,0.0,1.0,0.0,32.33,-92.32,1.0,33.0
1951-04-21,19:25:00,MS,3.0,3.0,16.0,2.0,31.68,-89.25,33.5,10.0
1951-04-24,17:30:00,OK,6.0,0.0,0.0,0.0,35.78,-99.0,0.1,10.0
1951-04-24,18:03:00,OK,7.0,1.0,0.0,0.0,34.63,-99.6,2.5,10.0
1951-04-24,21:00:00,OK,8.0,1.0,0.0,0.0,36.75,-97.4,0.1,10.0
1951-04-26,18:10:00,KS,4.0,0.0,0.0,0.0,37.47,-101.52,29.2,10.0
1951-04-26,18:15:00,KS,5.0,1.0,0.0,0.0,37.17,-101.62,0.1,10.0
1951-04-26,19:15:00,OK,9.0,1.0,0.0,0.0,36.82,-100.53,0.1,10.0
1951-04-26,19:15:00,KS,6.0,0.0,0.0,0.0,37.07,-100.93,1.0,10.0
1951-04-26,19:30:00,KS,7.0,1.0,0.0,0.0,37.08,-101.77,0.1,10.0
1951-04-27,14:20:00,OK,10.0,1.0,2.0,0.0,36.33,-98.2,0.8,200.0
1951-04-28,20:55:00,OH,1.0,2.0,5.0,0.0,41.0,-83.67,15.2,10.0
1951-04-29,18:15:00,NJ,1.0,1.0,2.0,0.0,40.9,-74.6,0.5,400.0
1951-04-30,05:30:00,KS,8.0,3.0,0.0,0.0,37.63,-98.75,12.8,440.0
1951-04-30,09:00:00,NE,1.0,1.0,0.0,0.0,41.08,-98.0,0.3,50.0
1951-04-30,20:30:00,OK,11.0,1.0,0.0,0.0,34.62,-98.08,0.1,10.0
1951-04-30,21:30:00,OK,12.0,3.0,0.0,0.0,35.43,-97.58,7.4,200.0
1951-04-30,21:30:00,OK,13.0,2.0,0.0,0.0,35.5,-97.58,1.5,200.0
1951-04-30,23:45:00,KS,9.0,-9.0,0.0,0.0,37.1,-96.5,0.1,10.0
1951-05-02,19:30:00,KS,10.0,1.0,0.0,0.0,39.03,-95.8,0.1,10.0
1951-05-02,20:30:00,KS,11.0,1.0,0.0,0.0,39.4,-95.4,0.1,10.0
1951-05-03,13:35:00,MI,1.0,2.0,0.0,0.0,42.7,-84.05,2.3,150.0
1951-05-08,18:00:00,KS,12.0,1.0,0.0,0.0,38.38,-101.55,0.1,10.0
1951-05-09,07:00:00,KS,13.0,1.0,0.0,0.0,39.3,-95.5,2.3,10.0
1951-05-09,17:00:00,TX,3.0,2.0,0.0,0.0,33.93,-98.68,4.9,33.0
1951-05-09,18:30:00,OK,14.0,1.0,0.0,0.0,34.45,-98.32,0.1,10.0
1951-05-09,20:20:00,OK,15.0,2.0,1.0,0.0,34.0,-96.6,14.8,100.0
1951-05-09,21:00:00,KS,14.0,0.0,0.0,0.0,38.78,-95.55,0.1,10.0
1951-05-11,13:30:00,PA,2.0,2.0,1.0,0.0,40.12,-79.12,8.0,10.0
1951-05-11,15:00:00,VA,2.0,1.0,0.0,0.0,37.55,-76.73,0.1,10.0
1951-05-13,19:00:00,NE,2.0,0.0,0.0,0.0,41.58,-99.93,0.1,10.0
1951-05-13,22:00:00,KS,15.0,1.0,0.0,0.0,39.08,-99.5,0.1,10.0
1951-05-14,17:30:00,KS,16.0,2.0,0.0,0.0,39.37,-101.37,0.1,10.0
1951-05-14,18:00:00,OK,16.0,2.0,0.0,0.0,36.9,-101.9,0.1,10.0
1951-05-14,18:00:00,OK,17.0,2.0,0.0,0.0,36.87,-101.9,0.1,10.0
1951-05-14,18:30:00,KS,17.0,2.0,0.0,0.0,37.0,-101.9,0.1,10.0
1951-05-14,19:30:00,KS,18.0,3.0,4.0,0.0,39.78,-101.33,0.1,10.0
1951-05-15,18:30:00,TX,4.0,1.0,0.0,0.0,34.5,-102.3,0.1,10.0
1951-05-16,10:00:00,OK,18.0,0.0,0.0,0.0,35.2,-99.87,0.1,10.0
1951-05-17,18:35:00,CO,1.0,-9.0,0.0,0.0,39.33,-104.62,0.1,10.0
1951-05-18,15:45:00,TX,5.0,4.0,100.0,2.0,33.42,-98.75,2.0,200.0
1951-05-18,17:30:00,OK,21.0,1.0,0.0,0.0,34.78,-98.23,0.1,10.0
1951-05-18,17:30:00,OK,20.0,1.0,0.0,0.0,34.78,-98.27,0.1,10.0
1951-05-18,17:30:00,OK,19.0,1.0,0.0,0.0,34.78,-98.28,0.1,10.0
1951-05-19,19:15:00,OK,22.0,1.0,0.0,0.0,35.33,-99.87,0.1,10.0
1951-05-19,19:30:00,OK,23.0,2.0,0.0,0.0,36.0,-98.95,2.0,67.0
1951-05-19,20:12:00,OK,24.0,0.0,0.0,0.0,35.43,-99.63,0.1,220.0
1951-05-20,14:00:00,CO,2.0,0.0,0.0,0.0,40.98,-102.27,0.1,10.0
1951-05-20,15:00:00,CO,3.0,1.0,0.0,0.0,40.98,-102.27,10.3,10.0
1951-05-20,15:00:00,CO,4.0,0.0,0.0,0.0,40.98,-102.27,6.1,10.0
1951-05-20,19:00:00,KS,19.0,3.0,0.0,0.0,37.9,-101.2,12.8,900.0
